Title,Artist,Album,Track,Genre,Year,Length,Filename,zero_crossing_rate_mean,rms_mean,chroma_stft_mean,spectral_centroid_mean,spectral_bandwidth_mean,spectral_rolloff_mean,Tempo
Bags' Groove,Oscar Peterson,(1962) Night Train,04,Jazz Piano,1962,343.0,Oscar Peterson - 04 - Bags' Groove.mp3,0.027140519936387383,0.03356662,0.46455187,1135.934482289285,1997.4153676023873,2277.3883122777793,103.359375
Moten Swing,Oscar Peterson,(1962) Night Train,05,Jazz Piano,1962,176.0,Oscar Peterson - 05 - Moten Swing.mp3,0.07602675116099071,0.07935488,0.3611515,2272.8721685284618,2552.804258415002,4876.176764426216,135.99917763157896
The First Cut Is The Deepest,P Arnold ,The Ultimate Collection Soul 100 Hits CD02,20,Soul,2008,196.0,P Arnold  - 20 - The First Cut Is The Deepest.mp3,0.05872952015407314,0.109208785,0.36162463,1189.4858075011668,1352.9036981020263,2365.6648618148947,97.50884433962264
Double Time,P.U.R.E,The Academy 3,24/34,Hip Hop,2021,192.0,P.U.R.E - 24 - Double Time.mp3,0.07265394464734908,0.19028331,0.4236933,1482.3421402698746,1476.9062803328954,2886.4762958727383,172.265625
Decode,Paramore,Unknown,051,Pop,Unknown,261.0,Paramore - 51 - Decode.mp3,0.06315201797721556,0.22795597,0.4333537,1411.960219287568,1623.3813634262833,2921.965664606714,82.03125
Oleo,Pat Martino,(2000) Live at Yoshi's,01/8,Jazz,2000,420.0,Pat Martino - 01 - Oleo.mp3,0.030816801561290633,0.17616352,0.39507693,1324.7911264613338,2044.7977899264677,3023.0671365932785,129.19921875
All Blues,Pat Martino,(2000) Live at Yoshi's,02/8,Jazz,2000,723.0,Pat Martino - 02 - All Blues.mp3,0.015378686296681501,0.08377882,0.42726243,714.9031352813774,1557.2042391783664,1180.9845254148122,109.95678191489361
All the Things You Are,Paul Desmond,(1962) Two of A Mind with Gerry Mulligan,01,Jazz,1962,349.0,Paul Desmond - 01 - All the Things You Are.mp3,0.040033582563370744,0.055179123,0.40536463,1424.0853080970387,1777.623012142437,3204.320207247424,103.359375
Reunited,Peaches & Herb ,The Ultimate Collection Soul 100 Hits CD02,6,Soul,2008,235.0,Peaches & Herb  - 06 - Reunited.mp3,0.04241149713380418,0.12754382,0.3374775,991.7414319634248,1365.6169828681457,1899.246848847475,75.99954044117646
Turn! Turn! Turn!,Pete Seeger,The Greenwich Village Folk Scene CD2,1/20,Folk,2014,194.0,Pete Seeger - 01 - Turn! Turn! Turn!.mp3,0.020608624437645124,0.13703753,0.3732697,501.35964226921783,724.4998124359051,961.3150203929227,123.046875
Kisses Sweeter Than Wine,Pete Seeger,The Greenwich Village Folk Scene CD1,8,Folk,2014,180.0,Pete Seeger - 08 - Kisses Sweeter Than Wine.mp3,0.02472613544286958,0.18772697,0.3762506,596.2701753030766,959.8132047088224,1013.5251213522519,129.19921875
If I Had A Hammer,"Peter, Paul & Mary",The Greenwich Village Folk Scene CD1,3,Folk,2014,122.0,"Peter, Paul & Mary - 03 - If I Had A Hammer.mp3",0.06348260932662539,0.18990216,0.40707543,1406.997684964417,1753.186927255585,2715.5606627095226,99.38401442307692
Early In The Morning,"Peter, Paul & Mary",The Greenwich Village Folk Scene CD2,4/20,Folk,2014,97.0,"Peter, Paul & Mary - 04 - Early In The Morning.mp3",0.06668336472644157,0.15415801,0.43615803,1568.4744074860982,1833.305955961397,3228.153396464723,109.95678191489361
Lemon Tree,"Peter, Paul & Mary",The Greenwich Village Folk Scene CD3,10/20,Folk,2014,178.0,"Peter, Paul & Mary - 10 - Lemon Tree.mp3",0.027137213078076625,0.10707324,0.46662498,920.9378242054387,1555.987581143885,1736.479083081886,166.70866935483872
This Train,"Peter, Paul & Mary",The Greenwich Village Folk Scene CD2,17/20,Folk,2014,132.0,"Peter, Paul & Mary - 17 - This Train.mp3",0.0705845127164764,0.12866132,0.44599324,1817.6208429147407,2139.135501261676,4070.225387903928,161.4990234375
The Stanley Stomper,Phil Woods,(1957) Pairing Off,1/4,Jazz,1957,861.0,Phil Woods - 01 - The Stanley Stomper.mp3,0.07810553677679953,0.10066407,0.31344268,2038.379124178861,2270.3480951400184,4436.114842087122,143.5546875
Cool Aid,Phil Woods,(1957) Pairing Off,2/4,Jazz,1957,587.0,Phil Woods - 02 - Cool Aid.mp3,0.10528753416457043,0.09344119,0.35522002,2359.2333125999576,2293.8712432891693,4775.156541948348,105.46875
Sunnyland Slim,Pinetop Perkins,Blues Classics - 100 Greatest Hits,10,Blues,2001,469.0,Pinetop Perkins - 10 - Sunnyland Slim.mp3,0.043206371390044504,0.05163454,0.44721723,980.6397145739439,1371.817704631229,1961.3339734151268,172.265625
Sober,Pink,Unknown,011,Pop,2009,252.0,Pink - 11 - Sober.mp3,0.06929965654024768,0.24703248,0.46892494,1627.8405115909027,1787.8071637982293,3455.9541023183533,184.5703125
Astronomy Domine,Pink Floyd,(1967) The Piper at the Gates of Dawn (1st press),1/11,Rock,1967,253.0,Pink Floyd - 01 - Astronomy Domine.mp3,0.04750528719403057,0.13387296,0.36773485,873.2453429238105,1028.3957262608594,1706.2000995080907,126.04801829268293
Lucifer Sam,Pink Floyd,(1967) The Piper at the Gates of Dawn (1st press),2/11,Rock,1967,187.0,Pink Floyd - 02 - Lucifer Sam.mp3,0.06391136712703173,0.11157382,0.42163968,1295.7818234595434,1394.7051501381547,2691.8170562838623,139.6748310810811
Put It On Ya,Plies ft. Chris J,Unknown,086,Pop,2008,243.0,Plies ft. Chris J - 86 - Put It On Ya.mp3,0.09429771021792763,0.16548936,0.4704215,1955.6367365991434,1967.3795164306496,4194.762134847258,151.99908088235293
You Aint,"Pops, Killa D & Lil Sicko",East Side Gangsters 4,02/15,Hip Hop,2007,175.0,"Pops, Killa D & Lil Sicko - 02 - You Aint.mp3",0.08234285053453948,0.22266807,0.45532405,1906.4217553095414,1918.9248566562599,3962.2552074515042,90.66611842105263
(I'm Gonna) Cry Myself Blind,Primal Scream,100 Hits - The Best - Soft Rock Album - CD5,18/20,Soft Rock,2018,266.0,Primal Scream - 18 - (I'm Gonna) Cry Myself Blind.mp3,0.04350965753797407,0.17009886,0.46312815,1207.3874866760073,1548.0363335834493,2593.444734461167,135.99917763157896
Welcome To The Terrordome,Public Enemy,East vs. West: Rap Battle Royale,10/10,Hip Hop,1991,327.0,Public Enemy - 10 - Welcome To The Terrordome.mp3,0.0773223782471459,0.08345914,0.48711348,1952.3701041422946,2090.6566881615886,4010.286167014863,109.95678191489361
Keep Yourself Alive,Queen,(1973) Queen [UICY-75011],1/10,Rock,1973,228.0,Queen - 01 - Keep Yourself Alive.mp3,0.06347193289836493,0.14666745,0.4836296,1277.4666128053539,1323.3678546199092,2522.7076621985657,132.51201923076923
My Fairy King,Queen,(1973) Queen [UICY-75011],4/10,Rock,1973,253.0,Queen - 04 - My Fairy King.mp3,0.05152548208325271,0.12962714,0.38132858,1074.539323073947,1263.7158536488967,2137.4245752860147,101.33272058823529
If I Could Turn Back The Hands Of Time,R Kelly ,The Ultimate Collection Soul 100 Hits CD04,1,Soul,2008,281.0,R Kelly  - 01 - If I Could Turn Back The Hands Of Time.mp3,0.045206264814725235,0.07211897,0.3607705,1331.6343718476253,1782.7155868892735,2858.320216128701,161.4990234375
15 Step,Radiohead,(2007) In Rainbows,01/10,Rock,2007,238.0,Radiohead - 01 - 15 Step.mp3,0.049780783638496515,0.25350434,0.4443369,1579.8343884537812,1999.1081473106078,3556.1701629922118,126.04801829268293
Bodysnatchers,Radiohead,(2007) In Rainbows,02/10,Rock,2007,242.0,Radiohead - 02 - Bodysnatchers.mp3,0.048218718254160214,0.3196011,0.48308173,1364.5588959002112,1799.8799739804492,2913.696964606412,112.34714673913044
Creep,Radiohead,(1993) Pablo Honey [Japan],2/17,Rock,1993,236.0,Radiohead - 02 - Creep.mp3,0.08303171636150349,0.08734081,0.5287799,1963.7116391919167,2123.4890561545603,4227.2473550802415,92.28515625
How Do You?,Radiohead,(1993) Pablo Honey [Japan],3/17,Rock,1993,132.0,Radiohead - 03 - How Do You.mp3,0.09751046478932857,0.15176815,0.54328156,1746.2529619967704,1825.5158512182634,3337.298569812125,147.65625
Death Of John Henry,Ramblin' Jack Elliott,The Greenwich Village Folk Scene CD3,4/20,Folk,2014,248.0,Ramblin' Jack Elliott - 04 - Death Of John Henry.mp3,0.04252761510134481,0.11302118,0.35438433,935.8966421371953,1135.9437598194245,2000.5774861149744,166.70866935483872
I Ain't Got No Home In This World Anymore,Ramblin' Jack Elliott,The Greenwich Village Folk Scene CD1,12,Folk,2014,138.0,Ramblin' Jack Elliott - 12 - I Ain't Got No Home In This World Anymore.mp3,0.024386851780185757,0.13190211,0.43445778,718.856674164533,1353.4151891849126,1163.5450475356158,178.20581896551724
Jack O'Diamonds,Ramblin' Jack Elliott,The Greenwich Village Folk Scene CD2,14/20,Folk,2014,144.0,Ramblin' Jack Elliott - 14 - Jack O'Diamonds.mp3,0.03567608812645124,0.16241793,0.37889996,792.9967107530695,1123.7319752733215,1475.8514923946038,161.4990234375
"Knock, Knock",Ras Kass,The Academy 3,14/34,Hip Hop,2021,190.0,"Ras Kass - 14 - Knock, Knock.mp3",0.08427377234302438,0.22343275,0.51912606,1905.5887350281625,1891.3963796834046,3807.520726443075,166.70866935483872
Let the Good Times Roll,Ray Charles,Ray Sings Basie Swings,02/12,Rhythm n Blues,2007,178.0,Ray Charles - 02 - Let the Good Times Roll.mp3,0.06130027180485681,0.19524743,0.39294335,1438.714874172114,1620.1114222129331,2962.8945837818064,120.18531976744185
Busted,Ray Charles,Ray Sings Basie Swings,05/12,Rhythm n Blues,2007,155.0,Ray Charles - 05 - Busted.mp3,0.0673317924003483,0.18306972,0.4317123,1464.6181833905307,1627.7011498223367,3056.996098096157,73.828125
I Had A Dream,Ray Charles,(1957-1958) Atlantic Studio,7,Rhythm n Blues,1958,175.0,Ray Charles - 07 - I Had A Dream.mp3,0.04389703236866293,0.16385153,0.43669954,1336.886403419004,1934.84823560848,2743.295911664933,107.666015625
You Be My Baby,Ray Charles,(1957-1958) Atlantic Studio,8,Rhythm n Blues,1958,150.0,Ray Charles - 08 - You Be My Baby.mp3,0.06360052244582043,0.1768641,0.39196724,1562.7266524892084,1855.2112309269962,3243.7033024365687,126.04801829268293
Alexander's Ragtime Band,Ray Charles,(1959) Atlantic Studio,10,Swing,1959,173.0,Ray Charles - 10 - Alexander's Ragtime Band.mp3,0.0953452284491099,0.11360118,0.40093303,2218.651933758599,2338.25570312042,4880.985068684392,151.99908088235293
America the Beautiful ,Ray Charles,A Message from the People,10/10,Rhythm n Blues,1972,215.0,Ray Charles - 10 - America the Beautiful .mp3,0.044108387855553405,0.11164099,0.34135827,755.038076757952,1020.4787257404803,1274.0672958893672,161.4990234375
Two Years Of Torture,Ray Charles,(1959) Atlantic Studio,13,Swing,1959,205.0,Ray Charles - 13 - Two Years Of Torture.mp3,0.07223463501354489,0.11627621,0.39864305,1665.5420339283635,1947.1582521297414,3432.4000780796487,78.30255681818181
I'm Movin' On,Ray Charles,(1959) Atlantic Studio,15,Rhythm n Blues,1959,142.0,Ray Charles - 15 - I'm Movin' On.mp3,0.0691633194961784,0.14652216,0.41141135,1517.4034534995621,1682.6226634412965,3162.2850447616343,105.46875
Ray's Blues,Ray Charles,(1952-1955) Atlantic Studio,15,Blues,1953,175.0,Ray Charles - 15 - Ray's Blues.mp3,0.03381810616413506,0.09512864,0.3841018,862.5619391513961,1445.021738733532,1402.789434190874,139.6748310810811
Spirit in the Dark (Reprise),Ray Charles,Ray Charles Compilation,15,Rhythm n Blues,1997,511.0,Ray Charles - 15 - Spirit in the Dark (Reprise).mp3,0.07034934784974846,0.12334725,0.44956127,1321.2106368970765,1402.5478711914611,2604.3967515691515,117.45383522727273
I Got A Break Baby (Mr. Charles' Blues),Ray Charles,(1952-1955) Atlantic Studio,16,Rhythm n Blues,1953,168.0,Ray Charles - 16 - I Got A Break Baby (Mr. Charles' Blues).mp3,0.0403477341028928,0.13698913,0.35625365,1121.8155352346039,1629.799386109686,2116.885116151981,90.66611842105263
I Got A Break Baby (Mr. Charles' Blues),Ray Charles,(1952-1955) Atlantic Studio,16,Blues,1953,168.0,Ray Charles - 16 - I Got A Break Baby (Mr. Charles' Blues).mp3,0.0403477341028928,0.13698913,0.35625365,1121.8155352346039,1629.799386109686,2116.885116151981,90.66611842105263
Rosetta,Ray Charles,Ray Charles and Betty Carter & Dedicated To You,17,Swing,1960,153.0,Ray Charles - 17 - Rosetta.mp3,0.07401457511972717,0.11622864,0.41089758,1579.1682835219294,1701.4204559286616,3065.1856319084995,99.38401442307692
This Little Girl Of Mine,Ray Charles,(1952-1955) Atlantic Studio,22,Rhythm n Blues,1955,153.0,Ray Charles - 22 - This Little Girl Of Mine.mp3,0.044770893297697366,0.1332377,0.34611487,1211.3696866830887,1682.07661446463,2258.5509261848756,215.33203125
What Is This Thing Called Love,Red Garland,1956 - A Garland Of Red,03/8,Jazz Piano,1956,293.0,Red Garland - 03 - What Is This Thing Called Love.mp3,0.036540689852215556,0.10278453,0.32168803,1202.593986211346,1648.272593842169,2594.467644942434,112.34714673913044
Makin' Whoopee,Red Garland,1956 - A Garland Of Red,04/8,Jazz Piano,1956,256.0,Red Garland - 04 - Makin' Whoopee.mp3,0.02298644452641254,0.07899019,0.39165825,650.4121228364761,1201.625460210698,1055.5061174989116,97.50884433962264
September In The Rain,Red Garland,1956 - A Garland Of Red,05/8,Jazz Piano,1956,288.0,Red Garland - 05 - September In The Rain.mp3,0.0491694872593363,0.06267786,0.47888473,1555.9645615179438,2001.9882938989263,3389.098256586506,95.703125
Little Girl Blue,Red Garland,1956 - A Garland Of Red,06/8,Jazz Piano,1956,307.0,Red Garland - 06 - Little Girl Blue.mp3,0.022220387178308824,0.06380982,0.44908044,730.9363596136944,1407.415389848227,1209.976016773897,61.5234375
Our Delight,Regina Carter,(1999) Rhythms of the Heart,05/10,Jazz,1999,269.0,Regina Carter - 05 - Our Delight.mp3,0.04617356811145511,0.1533535,0.31651902,1481.413487645029,2071.51346825009,3265.6531697087244,97.50884433962264
 I'll Be Good,Rene & Angela,The Ultimate Collection Soul 100 Hits CD05,19,Soul,2008,320.0,Rene & Angela - 19 -  I'll Be Good.mp3,0.08117552955084172,0.12473491,0.47930527,1703.790260216815,1856.18645809923,3612.5844051963404,107.666015625
"Brahms - Concerto for Piano No.2, Op.83 - 1 Allegro non troppo",Richter,"Brahms - Concerto for Piano No.2, Op.83 (Richter)",1/5,Classical,1961,1044.0,"Richter - 01 - Brahms - Concerto for Piano No.2, Op.83 - 1 Allegro non troppo.mp3",0.02711982845152864,0.0358869,0.31414607,438.4365018089336,586.3108438146776,729.9310028737543,123.046875
"Brahms - Concerto for Piano No.2, Op.83 - 2 Allegro appassionato",Richter,"Brahms - Concerto for Piano No.2, Op.83 (Richter)",2/5,Classical,1961,533.0,"Richter - 02 - Brahms - Concerto for Piano No.2, Op.83 - 2 Allegro appassionato.mp3",0.031124622829189243,0.027984105,0.26497674,487.2220017457903,641.8678527611623,773.4390731197393,184.5703125
"Schubert - Piano Quintet in A, D.667 - V Finale",Richter,"Schubert - Piano Quintet in A, D.667 (Richter, Borodin)",5/9,Classical,1980,598.0,"Richter - 05 - Schubert - Piano Quintet in A, D.667 - V Finale.mp3",0.02993840551228715,0.037537884,0.32309118,597.5437596522646,926.9682453638587,1009.0626483362156,156.60511363636363
Glow,Rick James ,The Ultimate Collection Soul 100 Hits CD05,11,Soul,2008,340.0,Rick James  - 11 - Glow.mp3,0.06530553859084752,0.123034924,0.4012466,1547.891467101995,1802.8188832451501,3546.3723055718483,117.45383522727273
Disturbia,Rihanna,Unknown,027,Pop,Unknown,236.0,Rihanna - 27 - Disturbia.mp3,0.06500244140625,0.20265009,0.4098832,1513.1444080278147,1735.4580820720957,3089.6854837612473,126.04801829268293
Rehab ,Rihanna,Unknown,29,Pop,Unknown,294.0,Rihanna - 29 - Rehab .mp3,0.0656773239466428,0.2180917,0.53006554,1718.2515199101442,2025.329157688208,3934.1449607636537,161.4990234375
Kindhearted Woman Blues,Robert Johnson,Complete Recording-Cd1,01,Blues,2004,172.0,Robert Johnson - 01 - Kindhearted Woman Blues.mp3,0.04435876427051084,0.15047231,0.3169785,743.9498897003098,738.93359287362,1386.3749501136804,83.35433467741936
When you got a Good friend,Robert Johnson,Complete Recording-Cd1,05,Blues,2004,158.0,Robert Johnson - 05 - When you got a Good friend.mp3,0.03475555325440209,0.08505929,0.3312271,661.3156580831821,880.246687560005,1120.4723913234084,99.38401442307692
Stop Breakin' Down Blues,Robert Johnson,Complete Recording-Cd2,06,Blues,2004,137.0,Robert Johnson - 06 - Stop Breakin' Down Blues.mp3,0.042692485608552634,0.09504801,0.30222827,700.8571093496682,746.4708898655871,1201.4469016816224,114.84375
Terraplane Blues,Robert Johnson,Complete Recording-Cd1,07,Blues,2004,181.0,Robert Johnson - 07 - Terraplane Blues.mp3,0.04018352496734714,0.1652284,0.33726916,668.848056276389,662.4067414679706,1262.0798683757014,109.95678191489361
Traveling Riverside Blues,Robert Johnson,Complete Recording-Cd2,07,Blues,2004,166.0,Robert Johnson - 07 - Traveling Riverside Blues.mp3,0.03882610687161378,0.06947459,0.33212337,821.3422831701572,1052.587128584509,1460.7724169090436,215.33203125
No Tears (In The End),Roberta Flack,Killing Me Softly,3/8,Rhythm n Blues,1973,297.0,Roberta Flack - 03 - No Tears (In The End).mp3,0.03630750910047407,0.122770175,0.42464674,1073.2898266589023,1568.2367589212777,2259.4259208939025,101.33272058823529
River,Roberta Flack,Killing Me Softly,5/8,Rhythm n Blues,1973,304.0,Roberta Flack - 05 - River.mp3,0.0359532028528928,0.09736926,0.36242202,886.7702349751788,1311.7247068382192,1721.9208377802704,178.20581896551724
When You Smile,Roberta Flack,Killing Me Softly,7/8,Rhythm n Blues,1973,224.0,Roberta Flack - 07 - When You Smile.mp3,0.05606712128724845,0.14827186,0.3735888,1244.7199888712291,1572.3244504415723,2559.9970200482535,123.046875
Booted (Original Mix),Rosco Gordon,"The Magic of Rhythm and Blues, Vol. 1",25,Rhythm n Blues,2021,184.0,Rosco Gordon - 25 - Booted (Original Mix).mp3,0.03922897669553019,0.20982862,0.34074262,910.0635528448827,1123.1900714905896,1844.2888478376549,112.34714673913044
Car Wash,Rose Royce ,The Ultimate Collection Soul 100 Hits CD05,3,Soul,2008,199.0,Rose Royce  - 03 - Car Wash.mp3,0.09352891290150929,0.12456712,0.5120902,2021.1353993840464,2076.1368515222634,4272.365832254983,114.84375
Everybody Loves The Sunshine,Roy Ayers ,The Ultimate Collection Soul 100 Hits CD04,9,Soul,2008,222.0,Roy Ayers  - 09 - Everybody Loves The Sunshine.mp3,0.08650268932614164,0.12570997,0.3782932,1479.2767443212574,1652.3461002781476,3260.5615338304833,161.4990234375
Gee Baby Ain't I Good To You,Roy Eldridge,(1975) Happy Time (with Oscar Peterson),04/10,Jazz,1975,214.0,Roy Eldridge - 04 - Gee Baby Ain't I Good To You.mp3,0.03835672195481811,0.053444847,0.36597592,767.0857228832872,1202.8062582660057,1342.2023005529823,178.20581896551724
It's My Turn Now,Roy Eldridge,(1935-1940) Chronological Roy Eldridge,10/21,Swing,1939,173.0,Roy Eldridge - 10 - It's My Turn Now.mp3,0.0463356986503483,0.0939157,0.35429692,766.4895492033406,894.0016853462115,1538.6469460124201,147.65625
You're a Lucky Guy,Roy Eldridge,(1935-1940) Chronological Roy Eldridge,11/21,Swing,1939,186.0,Roy Eldridge - 11 - You're a Lucky Guy.mp3,0.033294677734375,0.07331526,0.3675634,689.707847185387,913.0899069290349,1346.808522699787,156.60511363636363
Marmaduke,Roy Hargrove,Parker's Mood,03/16,Jazz,1995,201.0,Roy Hargrove - 03 - Marmaduke.mp3,0.03416882210840751,0.10007848,0.33602357,663.8262402557228,880.8180049327017,1245.944549277102,117.45383522727273
Build & Destroy,Rozewood,The Academy 3,28/34,Hip Hop,2021,230.0,Rozewood - 28 - Build & Destroy.mp3,0.07316140567555147,0.20690195,0.47591695,1566.1694625217972,1703.5330299311177,3339.2777245111142,87.5926906779661
Cayman Islands,Rozewood & Hus Kingpin,The Academy 3,06/34,Hip Hop,2021,174.0,Rozewood & Hus Kingpin - 06 - Cayman Islands.mp3,0.06166440414570434,0.20182994,0.4674513,1334.109627314669,1506.44525791342,2655.731857819454,84.72079918032787
Please Don't Drive Me Away,Sam Cooke,(1963) Night Beat,4/12,Rhythm n Blues,1963,136.0,Sam Cooke - 04 - Please Don't Drive Me Away.mp3,0.048356378041553794,0.18334879,0.3411836,1180.3849329434347,1477.7670548226974,2412.141664109363,93.96306818181819
All The Way,Sam Cooke,(1962) Mr. Soul,5/12,Rhythm n Blues,1962,211.0,Sam Cooke - 05 - All The Way.mp3,0.04417773739841331,0.122423686,0.3001498,1197.9200438143503,1574.8065017898691,2384.764746320506,97.50884433962264
Wonderful World (Original Mix),Sam Cooke,"The Magic of Rhythm and Blues, Vol. 1",06,Rhythm n Blues,2021,130.0,Sam Cooke - 06 - Wonderful World (Original Mix).mp3,0.05514734226852748,0.17466153,0.4199616,1584.2282616129207,1853.2765816062695,3576.4367071098586,132.51201923076923
You Gotta Move,Sam Cooke,(1963) Night Beat,10/12,Rhythm n Blues,1963,161.0,Sam Cooke - 10 - You Gotta Move.mp3,0.04037976338767415,0.17420727,0.3510932,1025.9010048806697,1339.2810555629676,2155.1723846341065,92.28515625
Roks,Sebastian Fleischer,Winter Collection 2017,12/19,Electronic,2017,407.0,Sebastian Fleischer - 12 - Roks.mp3,0.03262621994727167,0.22254485,0.57883567,1275.9773493958403,1642.2703513070385,2673.0942528314267,126.04801829268293
Run From The Sun,Sektor/Subsequent/V O E,Liquicity Summer 2021,9,Electronic,2021,292.0,SektorSubsequentV O E - 09 - Run From The Sun.mp3,0.06103402247000774,0.19484913,0.47880846,1838.916642224646,2142.5532482316585,4191.66215359242,172.265625
Down On The Street,Shakatak ,The Ultimate Collection Soul 100 Hits CD05,20,Soul,2008,199.0,Shakatak  - 20 - Down On The Street.mp3,0.08677838682759288,0.13538858,0.48224774,1837.7843615049344,1907.6834729218426,4061.098359760485,112.34714673913044
I Can Make You Feel Good,Shalamar ,The Ultimate Collection Soul 100 Hits CD05,5,Soul,2008,258.0,Shalamar  - 05 - I Can Make You Feel Good.mp3,0.06466655908354296,0.17389978,0.47682363,1597.358503400435,1872.051789439927,3478.7227146396694,112.34714673913044
There It Is,Shalamar ,The Ultimate Collection Soul 100 Hits CD02,10,Soul,2008,263.0,Shalamar  - 10 - There It Is.mp3,0.0598271136682469,0.14496213,0.41622543,1454.356242987665,1817.0188202700901,3179.120359627455,103.359375
Stitches,Shawn Mendes,100 Greatest Modern Pop Songs,10,Pop,2020,207.0,Shawn Mendes - 10 - Stitches.mp3,0.054634117858697755,0.23102742,0.50509024,1356.8184358100566,1684.6164247912395,2763.9937031748864,74.89809782608695
Lullaby,Shawn Mullins,100 Hits - The Best - Soft Rock Album - CD3,05/20,Soft Rock,2018,274.0,Shawn Mullins - 05 - Lullaby.mp3,0.0659044578717589,0.16893356,0.5389417,1687.7470062137706,1981.673943991809,3619.903110941128,161.4990234375
Second Chance,Shinedown,Unknown,064,Pop,2009,219.0,Shinedown - 64 - Second Chance.mp3,0.06879843130200271,0.2744562,0.44054103,1507.8631189004489,1658.6298398108959,3152.353854814181,99.38401442307692
Cheap Thrills,"Sia, Sean Paul",100 Greatest Modern Pop Songs,20,Pop,2020,225.0,"Sia, Sean Paul - 20 - Cheap Thrills.mp3",0.0763314545339106,0.28345838,0.44348532,1829.650541196019,1994.6165909662338,4004.8486998944827,178.20581896551724
Hang On,Ski Oakenfull feat. Amp Fiddler ,The Ultimate Collection Soul 100 Hits CD04,12,Soul,2008,281.0,Ski Oakenfull feat. Amp Fiddler  - 12 - Hang On.mp3,0.04350247693135642,0.17641187,0.4810709,1407.5822215683304,1902.606787109059,3172.7474814967104,87.5926906779661
Family Affair,Sly & The Family Stone ,The Ultimate Collection Soul 100 Hits CD04,10,Soul,2008,180.0,Sly & The Family Stone  - 10 - Family Affair.mp3,0.04471288155476006,0.13385092,0.40409148,1256.5314555936288,1627.5191032576206,2797.0601698931528,107.666015625
Being With You,Smokey Robinson ,Ultimate Soul Collection Soul 100 Hits CD3,4,Soul,2008,231.0,Smokey Robinson  - 04 - Being With You.mp3,0.04276259100474071,0.15945728,0.3434437,1097.4072018453242,1422.043431476759,2337.1712841116605,107.666015625
 I Second That Emotion,Smokey Robinson & The Miracles ,The Ultimate Collection Soul 100 Hits CD01,2,Soul,2008,163.0,Smokey Robinson & The Miracles  - 02 -  I Second That Emotion.mp3,0.06993920293754838,0.12205961,0.42692146,1402.8757317926174,1466.79233177418,2856.9160579527866,97.50884433962264
The Real Me,SmooVth,The Academy 3,03/34,Hip Hop,2021,172.0,SmooVth - 03 - The Real Me.mp3,0.07582097009239551,0.22775793,0.47695282,1608.2721505695345,1896.3669169043153,3377.710825444744,90.66611842105263
Rules of the Game (feat. J. Holmes),Snoop Dogg,The Academy 3,08/34,Hip Hop,2021,226.0,Snoop Dogg - 08 - Rules of the Game (feat. J. Holmes).mp3,0.06593752645486649,0.25402653,0.5266694,1677.361528942327,1839.1480936877701,3434.191733912418,129.19921875
Shannon Street Blues,Sonny Boy Williamson,The Bluebird Recordings 1938,6,Blues,1938,201.0,Sonny Boy Williamson - 06 - Shannon Street Blues.mp3,0.03940716911764706,0.056906264,0.2705651,646.4461505422698,745.1715079933406,1046.6165879193475,89.10290948275862
Low Down Blues,Sonny Boy Williamson,The Bluebird Recordings 1938,14,Blues,1938,192.0,Sonny Boy Williamson - 14 - Low Down Blues.mp3,0.025833744013641642,0.074454896,0.30270392,481.2349184981157,620.0045809938845,775.0890631424753,114.84375
Nine Below Zero (Original Mix),Sonny Boy Williamson,"The Magic of Rhythm and Blues, Vol. 1",29,Blues,2021,223.0,Sonny Boy Williamson - 29 - Nine Below Zero (Original Mix).mp3,0.0564937060093363,0.21198384,0.35431233,1191.4011246513917,1437.4298878243849,2358.6607375012095,101.33272058823529
You Don't Know What Love Is,Sonny Rollins,(1956) Saxophone Colossus (Prestige),02,Jazz,1956,389.0,Sonny Rollins - 02 - You Don't Know What Love Is.mp3,0.024861622151944658,0.085744776,0.4117121,951.2739360685702,1600.4793504219633,1814.8036094641907,72.78829225352112
I Feel a Song Coming On,Sonny Rollins,(1956) Sonny Rollins Plus 4 (Prestige),03/5,Jazz,1956,316.0,Sonny Rollins - 03 - I Feel a Song Coming On.mp3,0.0430197700996517,0.13428307,0.3537544,1386.5056488154544,1903.0131365859077,3033.1087425397277,161.4990234375
Serenade To A Square ,Sonny Stitt,(1946) Early Buds with Sonny Stitt,02,Jazz,1946,157.0,Sonny Stitt - 02 - Serenade To A Square .mp3,0.03191146614381772,0.13594492,0.41592228,665.4273332828238,872.8368351088832,1315.5024620032532,139.6748310810811
Kiss Me Thru The Phone,Soulja Boy Tell Em ft. Sammie,Unknown,041,Pop,2008,196.0,Soulja Boy Tell Em ft. Sammie - 41 - Kiss Me Thru The Phone.mp3,0.04198699100836881,0.3801917,0.49142805,1446.3177688835822,1692.490757889739,3138.3664393941685,151.99908088235293
Riderz,"Spice 1, Lil Blacky & Fern",East Side Gangsters 4,13/15,Hip Hop,2007,187.0,"Spice 1, Lil Blacky & Fern - 13 - Riderz.mp3",0.07488616848877709,0.28523552,0.5319005,1678.638635733756,1713.9998934181383,3454.9603583273874,97.50884433962264
Desafinado,Stan Getz,(1962) & Charlie Byrd,01,Jazz,1962,352.0,Stan Getz - 01 - Desafinado.mp3,0.056250510200996515,0.08104542,0.34780684,1901.3863256191403,2512.8991484672442,4380.344345990349,114.84375
